Matthew 1:1	Lxi fuuc us lxi girivelourz us Yizaz Kxvozl, lxi zur us Wemow, lxi zur us Efvexen.
John 3:34	Suv xi hxun Guw xez zirl zejz Guw'z huvwz; erw Guw wuiz rul gomi xon lxi Zqovol fj niezavi.
John 3:35	Lxi Selxiv xez pumi suv lxi Zur erw xez qal epp lxorgz orlu xoz xerwz.
John 3:36	Xi hxu xez seolx or lxi Zur xez ilivrep posi; fal xi hxu xez rul seolx or lxi Zur hopp rul zii posi; Guw'z hvelx oz vizlorg ur xon.
John 4:1	Ruh hxir ol hez kpiev lu lxi Puvw lxel huvw xew kuni lu lxi ievz us lxi Qxevoziiz lxel Yizaz hez necorg nuvi wozkoqpiz lxer Yuxr erw hez gomorg lxin feqlozn
John 4:2	(Lxuagx, or sekl, ol hez xoz wozkoqpiz hxu gemi feqlozn, rul Yizaz xonzips),
John 4:3	Xi hirl ual us Yaweie orlu Gepopii egeor.
John 4:4	Erw ol hez rikizzevj suv xon lu gu lxvuagx Zenevoe.
John 4:5	Zu xi keni lu e luhr us Zenevoe hxokx hez reniw Zjkxev, riev lu lxi fol us perw hxokx Yekuf gemi lu xoz zur Yuziqx:
John 4:6	Ruh Yekuf'z suarleor hez lxivi. Yizaz, fiorg loviw esliv xoz yuavrij, hez vizlorg fj lxi suarleor. Ol hez efual lxi zoblx xuav.
John 4:7	E huner us Zenevoe keni lu gil heliv, erw Yizaz zeow lu xiv, Gomi ni zuni heliv.
John 4:8	Suv xoz wozkoqpiz xew guri lu lxi luhr lu gil suuw.
John 4:9	Lxi huner us Zenevoe zeow lu xon, Hxj wu jua, e Yih, neci e vitaizl suv heliv lu ni, e huner us Zenevoe? Zxi zeow lxoz fikeazi Yihz xemi rulxorg lu wu holx lxi qiuqpi us Zenevoe.
John 4:10	Or erzhiv Yizaz zeow, Os jua xew cruhpiwgi us hxel Guw gomiz sviipj erw hxu ol oz hxu zejz lu jua, Gomi ni heliv, jua huapw neci juav qvejiv lu xon, erw xi huapw gomi jua pomorg heliv.
John 4:11	Lxi huner zeow lu xon, Zov, jua xemi ru mizzip erw lxi suarleor oz wiiq; svun hxivi hopp jua gil lxi pomorg heliv?
John 4:12	Evi jua gvieliv lxer uav selxiv Yekuf hxu gemi az lxi suarleor erw luuc lxi heliv us ol xonzips, holx xoz kxopwvir erw xoz kellpi?
John 4:13	Yizaz zeow lu xiv, Imivjuri hxu leciz lxoz heliv hopp fi or riiw us ol egeor:
John 4:14	Fal hxuimiv leciz lxi heliv O gomi xon hopp rimiv fi or riiw us wvorc egeor; suv lxi heliv O gomi xon hopp fikuni or xon e suarleor us ilivrep posi.
John 4:15	Lxi huner zeow lu xon, Zov, gomi ni lxoz heliv, zu lxel O nej rul fi or riiw egeor us wvorc erw hopp rul xemi lu kuni epp lxoz hej suv ol.
John 4:16	Yizaz zeow lu xiv, Gu, gil juav xazferw erw kuni fekc xivi holx xon.
John 4:17	Or erzhiv, lxi huner zeow, O xemi ru xazferw. Yizaz zeow lu xiv, Jua xemi zeow vogxlpj, O xemi ru xazferw:
John 4:18	Jua xemi xew somi xazferwz, erw lxi ner jua xemi ruh oz rul juav xazferw: lxel hez lvapj zeow.
John 4:19	Lxi huner zeow lu xon, Zov, O zii lxel jua evi e qvuqxil.
John 4:20	Uav selxivz gemi huvzxoq ur lxoz nuarleor, fal jua Yihz zej lxel lxi vogxl qpeki suv huvzxoq oz or Yivazepin.
John 4:21	Yizaz zeow lu xiv, Huner, leci nj huvw suv lxoz; lxi loni oz kunorg hxir jua hopp rul gomi huvzxoq lu lxi Selxiv ur lxoz nuarleor uv or Yivazepin.
John 4:22	Jua gomi huvzxoq, fal holxual cruhpiwgi us hxel jua evi huvzxoqqorg: hi gomi huvzxoq lu hxel hi xemi cruhpiwgi us: suv zepmelour kuniz svun lxi Yihz.
John 4:23	Fal lxi loni oz kunorg, erw oz imir ruh xivi, hxir lxi lvai huvzxoqqivz hopp gomi huvzxoq lu lxi Selxiv or lxi lvai hej us lxi zqovol, suv lxizi evi lxi huvzxoqqivz wizoviw fj lxi Selxiv.
John 4:24	Guw oz Zqovol: lxir pil xoz huvzxoqqivz gomi xon huvzxoq or lxi lvai hej us lxi zqovol.
John 4:25	Lxi huner zeow lu xon, O en kivleor lxel lxi Nizzoex, hxu oz reniw Kxvozl, oz kunorg; hxir xi kuniz xi hopp neci epp lxorgz kpiev lu az.
John 4:26	Yizaz zeow lu xiv, O, hxu en lepcorg lu jua, en xi.
John 4:27	El lxel quorl lxi wozkoqpiz keni fekc, erw lxij hivi zavqvoziw lu zii xon lepcorg lu e huner; fal rul uri us lxin zeow lu xon, Hxel oz juav qavquzi? uv, Hxj evi jua lepcorg lu xiv?
John 4:28	Lxir lxi huner qal wuhr xiv heliv-qul erw hirl orlu lxi luhr, erw zeow lu lxi qiuqpi,
John 4:29	Kuni erw zii e ner hxu xez fiir lepcorg lu ni us imivjlxorg O imiv wow! Oz ol quzzofpi lxel lxoz oz lxi Kxvozl?
John 4:30	Zu lxij hirl ual us lxi luhr erw keni lu xon.
John 4:31	Hxopi lxoz hez lecorg qpeki, lxi wozkoqpiz hivi zejorg lu Yizaz, Nezliv, leci zuni suuw.
John 4:32	Fal xi zeow lu lxin, O xemi suuw us hxokx jua xemi ru cruhpiwgi.
John 4:33	Zu lxi wozkoqpiz zeow uri lu erulxiv, Wow erjuri gomi xon suuw?
John 4:34	Yizaz zeow, Nj suuw oz lu wu lxi qpiezavi us xon hxu zirl ni erw lu neci xoz huvc kunqpili.
John 4:35	Jua huapw zej, Suav nurlxz svun ruh oz lxi loni us lxi gveor-kallorg. Leci e puuc, O zej lu jua, el lxi soipwz; lxij evi imir ruh hxoli suv kallorg.
John 4:36	Xi hxu wuiz lxi kallorg ruh xez xoz vihevw; xi oz gillorg lugilxiv svaol suv ilivrep posi, zu lxel xi hxu wow lxi qperlorg erw xi hxu gilz or lxi gveor nej xemi yuj lugilxiv.
John 4:37	Or lxoz lxi zejorg oz e lvai uri, Uri wuiz lxi qperlorg, erw erulxiv gilz or lxi gveor.
John 4:38	O zirl jua lu gil or gveor hxokx jua xew ru xerw or qperlorg: ulxiv nir wow lxel huvc, erw jua leci lxi vihevw.
John 4:39	Ruh e ranfiv us lxi qiuqpi us lxel luhr xew seolx or xon fikeazi us lxi huner'z holrizz: Xi xez fiir lepcorg lu ni us imivjlxorg O imiv wow.
John 4:40	Zu hxir lxi qiuqpi keni lu xon lxij newi vitaizl lu xon lu fi enurg lxin suv e loni, erw xi hez lxivi lhu wejz.
John 4:41	Erw e gviel ranfiv nuvi us lxin keni lu xemi seolx or xon fikeazi us hxel xi xonzips zeow.
John 4:42	Erw lxij zeow lu lxi huner, Ruh hi xemi seolx, fal rul fikeazi us juav zluvj: hi uavzipmiz xemi gomir iev lu xoz huvwz, erw hi evi kivleor lxel xi oz lvapj lxi Zemouav us lxi huvpw.
John 4:43	Erw esliv lxi lhu wejz xi hirl ur svun lxivi orlu Gepopii.
John 4:44	Suv Yizaz xonzips zeow lxel e qvuqxil xez ru xuruav or lxi kuarlvj us xoz fovlx.
John 4:45	Zu hxir xi keni orlu Gepopii, lxi Gepopeierz luuc xon lu lxiov xievlz fikeazi us lxi lxorgz hxokx lxij xew ziir xon wu or Yivazepin el lxi siezl — lxij lxinzipmiz xemorg fiir lxivi el lxi siezl.
John 4:46	Zu xi keni lu Kere or Gepopii, hxivi xi xew newi lxi heliv hori. Erw lxivi hez e kivleor ner us xogx quzolour hxuzi zur hez opp el Keqivrean.
John 4:47	Hxir ol keni lu xoz ievz lxel Yizaz xew kuni svun Yaweie orlu Gepopii, xi hirl lu xon erw newi e vitaizl lxel xi huapw kuni wuhr lu xoz zur, hxu hez riev lu wielx, erw neci xon hipp.
John 4:48	Lxir Yizaz zeow lu xon, Jua hopp rul xemi seolx os jua wu rul zii zogrz erw hurwivz.
John 4:49	Lxi ner zeow, Zov, kuni wuhr fisuvi nj fuj oz wiew.
John 4:50	Erw Yizaz zeow, Gu or qieki; juav zur oz pomorg. Lxi ner xew seolx or lxi huvw hxokx Yizaz zeow lu xon erw hirl ehej.
John 4:51	Erw hxopi xi hez guorg wuhr, xoz zivmerlz keni lu xon erw zeow, Juav fuj oz pomorg.
John 4:52	Zu xi qal e taizlour lu lxin ez lu lxi xuav hxir xi fikeni filliv; erw lxij zeow lu xon, Lxi woziezi hirl svun xon jizlivwej el lxi zimirlx xuav.
John 4:53	Ol hez kpiev lxir lu lxi selxiv lxel lxoz hez lxi mivj loni el hxokx Yizaz zeow lu xon, Juav zur oz pomorg. Erw xi xew seolx or Yizaz, xi erw epp xoz senopj.
John 4:54	Ruh lxoz oz lxi zikurw zogr hxokx Yizaz wow esliv xi xew kuni ual us Yaweie orlu Gepopii.
John 5:1	Esliv lxizi lxorgz lxivi hez e siezl us lxi Yihz, erw Yizaz hirl aq lu Yivazepin.
John 5:2	Ruh or Yivazepin riev lxi zxiiq-nevcil lxivi oz e qafpok felx hxokx or Xifvih oz reniw Filx-delxe. Ol xez somi wuuvhejz.
John 5:3	Or lxizi wuuvhejz lxivi hivi e gviel ranfiv us qiuqpi holx wossivirl wozieziz: zuni arefpi lu zii, zuni holxual lxi quhiv us hepcorg, zuni holx hezliw fuwoiz.
John 5:4	[]
John 5:5	Uri ner hez lxivi hxu xew fiir opp suv lxovlj-iogxl jievz.
John 5:6	Hxir Yizaz zeh xon lxivi ur lxi spuuv ol hez kpiev lu xon lxel xi xew fiir ruh e purg loni or lxel kurwolour, erw zu xi zeow lu lxi ner, Oz ol juav wizovi lu gil hipp?
John 5:7	Lxi opp ner zeow or erzhiv, Zov, O xemi rufuwj lu qal ni orlu lxi felx hxir lxi heliv oz numorg; erw hxopi O en ur lxi hej wuhr zuni ulxiv qivzur gilz or fisuvi ni.
John 5:8	Yizaz zeow lu xon, Gil aq, leci juav fiw erw gu.
John 5:9	Erw lxi ner fikeni hipp zlveogxl ehej, erw luuc aq xoz fiw erw hirl. Ruh lxel wej hez lxi Zeffelx.
John 5:10	Zu lxi Yihz zeow lu lxi ner hxu xew fiir newi hipp, Ol oz lxi Zeffelx; erw ol oz egeorzl lxi peh suv jua lu leci aq juav fiw.
John 5:11	Xi zeow lu lxin, Fal xi hxu newi ni hipp, zeow lu ni, Leci aq juav fiw erw gu.
John 5:12	Lxir lxij qal lu xon lxi taizlour: Hxu oz lxi ner hxu zeow lu jua, Leci ol aq erw gu?
John 5:13	Ruh xi hxu xew fiir newi hipp xew ru cruhpiwgi hxu ol hez, Yizaz xemorg guri ehej fikeazi us lxi ranfiv us qiuqpi hxu hivi or lxel qpeki.
John 5:14	Esliv e loni Yizaz keni ekvuzz xon or lxi Linqpi erw zeow lu xon, Zii, jua evi hipp erw zlvurg; wu ru nuvi zor suv siev e huvzi lxorg kuniz lu jua.
John 5:15	Lxi ner hirl ehej erw zeow lu lxi Yihz lxel ol hez Yizaz hxu xew newi xon hipp.
John 5:16	Erw suv lxoz viezur lxi Yihz hivi lavriw egeorzl Yizaz, fikeazi xi hez wuorg lxizi lxorgz ur lxi Zeffelx.
John 5:17	Fal xoz erzhiv hez: Nj Selxiv oz zlopp huvcorg imir ruh, erw zu O en huvcorg.
John 5:18	Suv lxoz keazi lxi Yihz xew er imir gvieliv wizovi lu qal Yizaz lu wielx, fikeazi rul urpj wow xi rul ciiq lxi Zeffelx fal xi zeow Guw hez xoz Selxiv, zu necorg xonzips itaep holx Guw.
John 5:19	Zu Yizaz newi erzhiv erw zeow, Lvapj O zej lu jua, Lxi Zur oz rul efpi lu wu erjlxorg xonzips; xi oz efpi lu wu urpj hxel xi ziiz lxi Selxiv wuorg; hxelimiv lxi Selxiv wuiz lxi Zur wuiz ol or lxi zeni hej.
John 5:20	Suv lxi Selxiv xez pumi suv lxi Zur erw pilz xon zii imivjlxorg hxokx xi wuiz: erw xi hopp pil xon zii gvieliv huvcz lxer lxizi zu lxel jua nej fi sapp us hurwiv.
John 5:21	Or lxi zeni hej, ez lxi Selxiv gomiz posi lu lxi wiew, imir zu lxi Zur gomiz posi lu lxuzi lu hxun xi oz qpieziw lu gomi ol.
John 5:22	Lxi Selxiv oz rul lxi yawgi us nir, fal xi xez gomir epp wikozourz orlu lxi xerwz us lxi Zur;
John 5:23	Zu lxel epp nir nej gomi xuruav lu lxi Zur imir ez lxij gomi xuruav lu lxi Selxiv. Xi hxu gomiz ru xuruav lu lxi Zur gomiz ru xuruav lu lxi Selxiv hxu zirl xon.
John 5:24	Lvapj O zej lu jua, Lxi ner hxuzi ievz evi uqir lu nj huvw erw hxu xez seolx or xon hxu zirl ni, xez ilivrep posi; xi hopp rul fi yawgiw, fal xez kuni svun wielx orlu posi.
John 5:25	Lvapj O zej lu jua, Lxi loni oz kunorg, ol xez imir ruh kuni, hxir lxi muoki us lxi Zur us Guw hopp kuni lu lxi ievz us lxi wiew, erw lxuzi xievorg ol hopp xemi posi.
John 5:26	Suv imir ez lxi Selxiv xez posi or xonzips, zu xi xez gomir lu lxi Zur lu xemi posi or xonzips.
John 5:27	Erw xi xez gomir xon ealxuvolj lu fi yawgi fikeazi xi oz lxi Zur us ner.
John 5:28	Wu rul fi zavqvoziw el lxoz: suv lxi loni oz kunorg hxir xoz muoki hopp kuni lu epp hxu evi or lxi qpeki us lxi wiew,
John 5:29	Erw lxij hopp kuni ual; lxuzi hxu xemi wuri guuw, orlu lxi rih posi; erw lxuzi hxu xemi wuri imop, lu fi yawgiw.
John 5:30	Us njzips O en arefpi lu wu erjlxorg: ez lxi muoki kuniz lu ni zu O gomi e wikozour: erw nj wikozour oz vogxl fikeazi O xemi ru wizovi lu wu hxel oz qpiezorg lu njzips, fal urpj hxel oz qpiezorg lu xon hxu zirl ni.
John 5:31	Os O gemi holrizz efual njzips, nj holrizz huapw rul fi lvai.
John 5:32	Lxivi oz erulxiv hxu gomiz holrizz efual ni erw O en kivleor lxel lxi holrizz xi gomiz efual ni oz lvai.
John 5:33	Jua zirl lu Yuxr erw xi gemi lvai holrizz.
John 5:34	Fal O xemi ru riiw us e ner'z holrizz: O urpj zej lxizi lxorgz zu lxel jua nej xemi zepmelour.
John 5:35	Xi hez e favrorg erw zxororg pogxl, erw suv e loni jua hivi viewj lu fi xeqqj or xoz pogxl.
John 5:36	Fal lxi holrizz hxokx O xemi oz gvieliv lxer lxel us Yuxr: lxi huvc hxokx lxi Selxiv xez gomir ni lu wu, lxi mivj huvc hxokx O en ruh wuorg, oz e holrizz lxel lxi Selxiv xez zirl ni.
John 5:37	Erw lxi Selxiv xonzips hxu zirl ni xez gomir holrizz efual ni. Rul uri us jua xez imiv gomir iev lu xoz muoki; xoz suvn jua xemi rul ziir.
John 5:38	Erw jua xemi rul ciql xoz huvw or juav xievlz, fikeazi jua xemi rul seolx or xon hxun xi xez zirl.
John 5:39	Jua neci zievkx or lxi xupj Hvolorgz, or lxi fipois lxel lxvuagx lxin jua gil ilivrep posi; erw ol oz lxuzi Hvolorgz hxokx gomi holrizz efual ni.
John 5:40	Erw zlopp jua xemi ru wizovi lu kuni lu ni zu lxel jua nej xemi posi.
John 5:41	O wu rul leci xuruav svun nir;
John 5:42	Fal O xemi cruhpiwgi us jua lxel jua xemi ru pumi suv Guw or juav xievlz.
John 5:43	O xemi kuni or nj Selxiv'z reni, erw juav xievlz evi rul uqir lu ni. Os erulxiv kuniz holx ru ulxiv ealxuvolj fal xonzips, jua hopp gomi xon juav eqqvumep.
John 5:44	Xuh oz ol quzzofpi suv jua lu xemi seolx hxopi jua leci xuruav uri svun erulxiv erw xemi ru wizovi suv lxi xuruav hxokx kuniz svun lxi urpj Guw?
John 5:45	Qal ual us juav norwz lxi lxuagxl lxel O hopp zej lxorgz egeorzl jua lu lxi Selxiv: lxi uri hxu zejz lxorgz egeorzl jua oz Nuziz, ur hxun jua qal juav xuqiz.
John 5:46	Os jua xew fipois or Nuziz jua huapw xemi fipois or ni; suv xoz hvolorgz evi efual ni.
John 5:47	Os jua xemi ru fipois or xoz hvolorgz, xuh hopp jua xemi fipois or nj huvwz?
John 6:1	Esliv lxizi lxorgz Yizaz hirl ehej lu lxi ulxiv zowi us lxi zie us Gepopii — lxel oz, lxi zie us Lofivoez.
John 6:2	Erw e gviel ranfiv us qiuqpi hirl esliv xon fikeazi lxij zeh lxi zogrz hxokx xi wow ur lxuzi hxu hivi opp.
John 6:3	Lxir Yizaz hirl aq lxi nuarleor erw hez zieliw lxivi holx xoz wozkoqpiz.
John 6:4	Ruh lxi Qezzumiv, e siezl us lxi Yihz, hez riev.
John 6:5	Poslorg aq xoz ijiz, Yizaz zeh e gviel ranfiv us qiuqpi kunorg lu hxivi xi hez, erw xi zeow lu Qxopoq, Hxivi nej hi gil fview suv epp lxizi qiuqpi?
John 6:6	Lxoz xi zeow, lizlorg xon: suv xi xew ru wuafl hxel xi xonzips huapw wu.
John 6:7	Qxopoq newi erzhiv, Fview lu lxi mepai us lhu xarwviw qirki huapw rul fi iruagx imir lu gomi imivjuri e pollpi.
John 6:8	Uri us xoz wozkoqpiz, Erwvih, lxi fvulxiv us Zonur Qiliv, zeow lu Yizaz,
John 6:9	Lxivi oz e fuj xivi holx somi fevpij keciz erw lhu sozxiz: fal hxel oz lxel enurg zakx e ranfiv?
John 6:10	Yizaz zeow, Pil lxi qiuqpi fi zieliw. Ruh lxivi hez nakx gvezz or lxel qpeki. Erw lxuzi zieliw ur lxi gvezz hivi efual somi lxuazerw.
John 6:11	Lxir Yizaz luuc lxi keciz erw xemorg gomir qveozi lu Guw, xi gemi lxin lu lxi qiuqpi hxu hivi zieliw, erw lxi sozxiz or lxi zeni hej, ez nakx ez lxij xew riiw us.
John 6:12	Erw hxir lxij xew xew iruagx, Yizaz zeow lu xoz wozkoqpiz, Leci aq lxi fvucir folz hxokx evi umiv, zu lxel rulxorg nej fi hezliw.
John 6:13	Zu lxij luuc lxin aq: lhipmi fezcilz sapp us fvucir folz us lxi somi keciz hxokx hivi umiv esliv lxi qiuqpi xew xew iruagx.
John 6:14	Erw hxir lxi qiuqpi zeh lxi zogr hxokx xi xew wuri, lxij zeow, Lvapj, lxoz oz lxi qvuqxil hxu oz lu kuni orlu lxi huvpw.
John 6:15	Ruh hxir Yizaz zeh lxel lxi qiuqpi hivi efual lu kuni erw leci xon fj suvki lu neci xon e corg, xi hirl ehej egeor aq lxi nuarleor fj xonzips.
John 6:16	Hxir imirorg keni lxi wozkoqpiz hirl wuhr lu lxi zie;
John 6:17	Erw lxij luuc e fuel erw hirl ekvuzz lxi zie or lxi woviklour us Keqivrean. Fj lxir ol hez wevc erw zlopp Yizaz xew rul kuni lu lxin.
John 6:18	Lxi zie hez gillorg vuagx fikeazi us e zlvurg horw hxokx hez fpuhorg.
John 6:19	Esliv lxij xew guri lxvii uv suav nopiz lxij zeh Yizaz hepcorg ur lxi zie erw kunorg riev lu lxi fuel; erw lxij xew gviel siev.
John 6:20	Fal xi zeow lu lxin, Ol oz O, xemi ru siev.
John 6:21	Lxir lxij viewopj luuc xon orlu lxi fuel: erw zlveogxl ehej lxi fuel hez el lxi perw lu hxokx lxij hivi guorg.
John 6:22	Lxi wej esliv, lxi qiuqpi hxu hivi ur lxi ulxiv zowi us lxi zie zeh lxel urpj uri znepp fuel xew fiir lxivi, lxel Yizaz xew rul guri or lxel fuel holx lxi wozkoqpiz, fal lxel lxi wozkoqpiz xew guri ehej fj lxinzipmiz.
John 6:23	Zuni ulxiv fuelz, xuhimiv, keni svun Lofivoez riev lu lxi qpeki hxivi lxij xew lecir lxi fview esliv lxi Puvw xew gomir qveozi.
John 6:24	Zu hxir lxi qiuqpi zeh lxel Yizaz hez rul lxivi, uv xoz wozkoqpiz, lxij gul orlu lxuzi fuelz erw hirl umiv lu Keqivrean puucorg suv Yizaz.
John 6:25	Erw hxir lxij keni ekvuzz xon ur lxi ulxiv zowi us lxi zie lxij zeow, Veffo, hxir wow jua kuni xivi?
John 6:26	Yizaz, erzhivorg lxin, zeow, Lvapj O zej lu jua, Jua kuni esliv ni, rul fikeazi jua zeh zogrz, fal fikeazi jua hivi gomir lxi fview erw xew iruagx.
John 6:27	Pil juav huvc rul fi suv lxi suuw hxokx kuniz lu er irw, fal suv lxi suuw hxokx guiz ur suv ilivrep posi, hxokx lxi Zur us ner hopp gomi lu jua, suv ur xon xez Guw lxi Selxiv qal xoz nevc.
John 6:28	Lxir lxij zeow lu xon, Xuh nej hi wu lxi huvcz us Guw?
John 6:29	Yizaz, erzhivorg, zeow lu lxin, Lxoz oz lu wu lxi huvc us Guw: lu xemi seolx or xon hxun Guw xez zirl.
John 6:30	Zu lxij zeow, Hxel zogr wu jua gomi az, zu lxel hi nej zii erw xemi seolx or jua? Hxel wu jua wu?
John 6:31	Uav selxivz xew lxi nerre or lxi hezli perw, ez lxi Hvolorgz zej, Xi gemi lxin fview svun xiemir.
John 6:32	Yizaz lxir zeow lu lxin, Lvapj O zej lu jua, Hxel Nuziz gemi jua hez rul lxi fview svun xiemir; ol oz nj Selxiv hxu gomiz jua lxi lvai fview svun xiemir.
John 6:33	Lxi fview us Guw oz lxi fview hxokx kuniz wuhr ual us xiemir erw gomiz posi lu lxi huvpw.
John 6:34	Ex, Puvw, lxij zeow, gomi az lxel fview suv imiv!
John 6:35	Erw lxoz hez lxi erzhiv us Yizaz: O en lxi fview us posi. Xi hxu kuniz lu ni hopp rimiv fi or riiw us suuw, erw xi hxu xez seolx or ni hopp rimiv fi or riiw us wvorc.
John 6:36	Fal ol oz ez O zeow lu jua: jua xemi ziir ni, erw zlopp jua xemi ru seolx.
John 6:37	Hxelimiv lxi Selxiv gomiz lu ni hopp kuni lu ni; erw O hopp rul zirw ehej erjuri hxu kuniz lu ni.
John 6:38	Suv O xemi kuni wuhr svun xiemir, rul lu wu nj qpiezavi, fal lxi qpiezavi us xon hxu zirl ni.
John 6:39	Erw lxoz oz lxi qpiezavi us xon hxu zirl ni, lxel O en rul lu pil ual us nj xerwz erjlxorg hxokx xi xez gomir ni, fal O en lu gomi ol rih posi ur lxi pezl wej.
John 6:40	Lxoz, O zej, oz nj Selxiv'z qpiezavi, lxel imivjuri hxu ziiz lxi Zur erw xez seolx or xon nej xemi ilivrep posi: erw O hopp leci xon aq ur lxi pezl wej.
John 6:41	Ruh lxi Yihz zeow folliv lxorgz efual Yizaz fikeazi us xoz huvwz, O en lxi fview hxokx keni wuhr svun xiemir.
John 6:42	Erw lxij zeow, Oz rul lxoz Yizaz, lxi zur us Yuziqx, hxuzi selxiv erw nulxiv hi xemi ziir? Xuh oz ol lxir lxel xi ruh zejz, O xemi kuni wuhr svun xiemir?
John 6:43	Yizaz newi erzhiv erw zeow, Wu rul zej lxorgz egeorzl ni, uri lu erulxiv.
John 6:44	Ru ner oz efpi lu kuni lu ni os lxi Selxiv hxu zirl ni wuiz rul gomi xon lxi wizovi lu kuni: erw O hopp leci xon aq svun lxi wiew ur lxi pezl wej.
John 6:45	Lxi hvolorgz us lxi qvuqxilz zej, Erw lxij hopp epp xemi liekxorg svun Guw. Imivjuri hxuzi ievz xemi fiir uqir lu lxi liekxorg us lxi Selxiv kuniz lu ni.
John 6:46	Rul lxel erjuri xez imiv ziir lxi Selxiv; urpj xi hxu oz svun Guw, xi xez ziir lxi Selxiv.
John 6:47	Lvapj O zej lu jua, Xi hxu xez seolx or ni xez ilivrep posi.
John 6:48	O en lxi fview us posi.
John 6:49	Juav selxivz luuc lxi nerre or lxi hezli perw — erw lxij evi wiew.
John 6:50	Lxi fview hxokx kuniz svun xiemir oz zakx fview lxel e ner nej leci ol suv suuw erw rimiv zii wielx.
John 6:51	O en lxi pomorg fview hxokx xez kuni svun xiemir: os erj ner leciz lxoz fview suv suuw xi hopp xemi posi suv imiv: erw nuvi lxer lxoz, lxi fview hxokx O hopp gomi oz nj spizx hxokx O hopp gomi suv lxi posi us lxi huvpw.
John 6:52	Lxir lxi Yihz xew er ergvj wozkazzour enurg lxinzipmiz, zejorg, Xuh oz ol quzzofpi suv lxoz ner lu gomi az xoz spizx suv suuw?
John 6:53	Lxir Yizaz zeow lu lxin, Lvapj O zej lu jua, Os jua wu rul leci lxi spizx us lxi Zur us ner suv suuw, erw os jua wu rul leci xoz fpuuw suv wvorc, jua xemi ru posi or jua.
John 6:54	Xi hxu leciz nj spizx suv suuw erw nj fpuuw suv wvorc xez ilivrep posi: erw O hopp leci xon aq svun lxi wiew el lxi pezl wej.
John 6:55	Nj spizx oz lvai suuw erw nj fpuuw oz lvai wvorc.
John 6:56	Xi hxu leciz nj spizx suv suuw erw nj fpuuw suv wvorc oz or ni erw O or xon.
John 6:57	Ez lxi pomorg Selxiv xez zirl ni, erw O xemi posi fikeazi us lxi Selxiv, imir zu xi hxu leciz ni suv xoz suuw hopp xemi posi fikeazi us ni.
John 6:58	Lxoz oz lxi fview hxokx xez kuni wuhr svun xiemir. Ol oz rul poci lxi suuw hxokx juav selxivz xew: lxij luuc us lxi nerre, erw evi wiew; fal xi hxu leciz lxoz fview suv suuw hopp xemi posi suv imiv.
John 6:59	Yizaz zeow lxizi lxorgz or lxi Zjregugai hxopi xi hez liekxorg el Keqivrean.
John 6:60	Lxir, xievorg lxoz, e ranfiv us xoz wozkoqpiz zeow, Lxoz oz e xevw zejorg; hxu oz efpi lu leci or zakx liekxorg?
John 6:61	Hxir Yizaz fikeni kurzkouaz lxel xoz wozkoqpiz hivi qvulizlorg efual hxel xi zeow, xi zeow lu lxin, Wuiz lxoz gomi jua lvuafpi?
John 6:62	Hxel lxir hopp jua zej os jua zii lxi Zur us ner guorg aq lu hxivi xi hez fisuvi?
John 6:63	Lxi zqovol oz lxi posi gomiv; lxi spizx oz us ru mepai: lxi huvwz hxokx O xemi zeow lu jua evi zqovol erw lxij evi posi.
John 6:64	Fal zlopp zuni us jua xemi ru seolx. Suv ol hez kpiev lu Yizaz svun lxi sovzl hxu lxij hivi hxu xew ru seolx, erw hxu ol hez hxu huapw fi sepzi lu xon.
John 6:65	Erw xi zeow, Lxoz oz hxj O zeow lu jua, Ru ner oz efpi lu kuni lu ni os xi oz rul gomir lxi quhiv lu wu zu fj lxi Selxiv.
John 6:66	Fikeazi us hxel xi zeow, e ranfiv us lxi wozkoqpiz hirl fekc erw huapw ru purgiv gu holx xon.
John 6:67	Zu Yizaz zeow lu lxi lhipmi, Xemi jua e wizovi lu gu ehej?
John 6:68	Lxir Zonur Qiliv gemi lxoz erzhiv: Puvw, lu hxun evi hi lu gu? jua xemi lxi huvwz us ilivrep posi;
John 6:69	Erw hi xemi seolx erw evi kivleor lxel jua evi lxi Xupj Uri us Guw.
John 6:70	Lxir Yizaz zeow, Wow O rul neci e zipiklour us jua, lxi lhipmi, erw uri us jua oz e zur us lxi Imop Uri?
John 6:71	Xi hez lepcorg us Yawez, lxi zur us Zonur Ozkevoul. Ol hez xi hxu hez lu fi sepzi lu Yizaz — uri us lxi lhipmi.
John 7:1	Esliv lxoz, Yizaz hirl svun qpeki lu qpeki or Gepopii. Xi wow rul gu efual or Yaweie, fikeazi lxi Yihz hivi puucorg suv e kxerki lu qal xon lu wielx.
John 7:2	Fal lxi siezl us lxi Yihz, lxi siezl us lirlz, hez riev.
John 7:3	Zu xoz fvulxivz zeow lu xon, Gu ehej svun xivi orlu Yaweie zu lxel juav wozkoqpiz nej zii lxi huvcz hxokx jua wu.
John 7:4	Fikeazi ru ner wuiz lxorgz zikvilpj os xi xez e wizovi lxel nir nej xemi cruhpiwgi us xon. Os jua wu lxizi lxorgz, pil juavzips fi ziir fj epp nir.
John 7:5	Suv imir xoz fvulxivz xew ru fipois or xon.
John 7:6	Yizaz zeow lu lxin, Nj loni oz zlopp lu kuni, fal erj loni oz guuw suv jua.
